Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Soil_Moisture,Crop,Yield
16,70,20,24.80467592,40.1242747,5.6093956,39.12756095,PigeonPeas,1.6040000586696974
24,63,19,19.3479443,55.96805489,4.681576043,60.11267667,PigeonPeas,0.9653339823864484
9,76,25,28.88302142,50.12323801,5.70951224,55.69413431,PigeonPeas,0.8753017190872474
16,55,19,19.54314136,47.19188279,6.413543781,59.49345385,PigeonPeas,0.8821065503256672
28,75,21,24.7741949,50.54621094,6.007508163,37.03509733,PigeonPeas,2.5886474604515777
16,71,24,18.33124824,38.40975482,4.946369874,44.32423325,PigeonPeas,0.6821463174398318
24,70,21,19.14729038,45.3733757,5.517208078,42.34908664,PigeonPeas,1.1035509775093142
38,72,21,28.23416057,49.4421345,5.902103172,57.7876029,PigeonPeas,2.484923251014793
9,66,21,30.11812084,34.13307843,5.719889876,49.33500667,PigeonPeas,0.6157551264829242
34,56,17,33.4126864,35.42910045,4.548202098,44.33053279,PigeonPeas,0.4929164984173924
1,76,19,24.18553163,46.68746847,6.669529416,55.15454011,PigeonPeas,0.1366780355446182
6,69,19,26.88630675,41.69617915,4.750929218,31.34122991,PigeonPeas,0.5773605801944707
26,73,21,31.33170829,57.97429171,4.946263888,50.68448925,PigeonPeas,0.9801110739700424
27,61,18,33.30711818,67.07780816,5.266227032,35.37615425,PigeonPeas,0.5098312567574812
27,71,23,23.45379018,46.48714759,7.10959773,47.54920121,PigeonPeas,2.4860135393369154
36,61,21,34.53823889,39.04468913,5.617008201,52.64219305,PigeonPeas,0.4489402199391299
17,73,18,19.50112224,34.51086611,5.632353113,60.91243244,PigeonPeas,0.8724266074911231
26,72,22,28.76794904,37.57792132,4.674941549,30.55196801,PigeonPeas,1.6258198060703932
17,64,16,30.97758716,32.24914235,7.161797643,56.12552529,PigeonPeas,0.7193337449365088
14,74,19,18.39759147,36.82639309,6.624966131,30.95497311,PigeonPeas,0.6431936888343733
39,60,15,35.09357419,30.98685456,5.004074624,37.79042839,PigeonPeas,0.2836470235261348
6,66,15,34.93174223,30.40046769,6.345806011,49.96120193,PigeonPeas,0.0878051134022906
8,59,18,29.50523036,35.72032498,6.216814453,58.18855894,PigeonPeas,0.5856019076554707
2,67,18,34.51934775,47.52980027,5.921666758,41.26622448,PigeonPeas,0.0399338304804029
1,76,17,28.43430726,52.10010827,6.012719118,46.44870184,PigeonPeas,0.0986669999133599
16,73,19,18.41645629,34.80541039,4.684079249,51.11343313,PigeonPeas,0.5938435549573315
23,75,25,31.07508973,47.19847683,7.077170002,30.43464486,PigeonPeas,1.1876854996232529
32,70,20,20.89342749,46.24856523,6.208843215,60.3936171,PigeonPeas,1.9700055100744125
28,59,22,30.90607799,52.79913039,7.05181629,53.33102954,PigeonPeas,1.2484366181377695
5,62,23,27.9348279,66.45457122,4.722222454,45.96921842,PigeonPeas,0.4828120423146878
36,67,25,35.95176642,36.52780776,6.418062652,43.28898716,PigeonPeas,0.3085940958683097
1,66,23,19.54317155,56.92831399,4.803564468,53.95651075,PigeonPeas,0.0699625081281534
24,73,20,19.63736208,32.31528909,4.608695247,54.88891069,PigeonPeas,1.0874008728599756
17,67,18,31.2192752,56.46868874,5.611510977,41.32266244,PigeonPeas,0.7199255691409334
5,55,18,33.50876355,45.70976142,7.322097972,40.5959229,PigeonPeas,0.1260339579288597
5,56,24,24.80710166,45.01110015,5.023115055,58.3600183,PigeonPeas,0.593661121801477
37,77,17,36.20970524,31.94550613,5.617122801,59.09938307,PigeonPeas,0.2111789509659905
13,73,20,30.50420876,35.48885969,5.391560418,50.9174633,PigeonPeas,0.7354002696883748
6,63,23,26.01630259,49.94704718,5.906596905,50.26831744,PigeonPeas,0.7608602794027363
16,77,22,31.48469278,35.6395615,6.574209678,33.08816552,PigeonPeas,0.8133522879619864
25,64,20,33.15122581,32.45974539,4.807776749,34.37874353,PigeonPeas,0.5216582784852813
34,75,24,23.50222822,51.29019509,4.760038039,59.45471239,PigeonPeas,2.626333788709688
20,77,23,34.87248659,38.83786012,5.180271502,46.79605707,PigeonPeas,0.2844880779564004
35,80,25,28.09269012,44.93322042,4.895927306,60.83747158,PigeonPeas,2.431344820563495
14,75,24,24.54757829,57.3414485,6.436160044,38.20708497,PigeonPeas,1.774320665526065
36,80,21,33.64769646,48.41490082,7.066087261,33.06532408,PigeonPeas,0.6803470949206789
7,77,18,20.5591255,60.54880693,6.655918078,59.10618129,PigeonPeas,0.5679873496073152
29,78,25,19.95991719,59.33157782,5.982854523,60.45606408,PigeonPeas,1.7743592428915749
30,60,21,28.87667593,62.4901206,5.457871273,56.57149928,PigeonPeas,1.7981057426499845
20,74,16,36.04353699,43.61444121,4.759490199,50.14191509,PigeonPeas,0.1318813417668685
19,57,23,23.6734328,47.2879691,7.342409555,44.74858397,PigeonPeas,1.828679840333132
3,60,19,25.74679443,40.7192594,4.820788186,33.15493198,PigeonPeas,0.3161132586536171
5,77,19,31.08564994,66.68832981,6.242052013,54.75009399,PigeonPeas,0.3042238614163156
5,68,20,18.72987676,61.33186249,5.001038726,44.38821957,PigeonPeas,0.254428719333279
37,73,21,29.50304807,63.46513414,5.560224583,58.65542859,PigeonPeas,1.9438215726565715
9,59,24,20.43517772,39.37252634,4.747352458,43.62872592,PigeonPeas,0.6435666416491593
20,72,15,36.00415838,56.01334416,7.313517308,42.94817431,PigeonPeas,0.1420748445642931
31,56,23,31.46846241,35.39454002,5.661826398,54.35988503,PigeonPeas,1.1365451815763026
21,74,15,29.49096726,67.10604388,6.471862118,48.2328881,PigeonPeas,1.2095154299742406
13,67,18,30.5753044,34.75591197,5.384762927,55.22311218,PigeonPeas,0.6655828375427987
27,74,20,24.69487673,59.96669215,5.859813416,30.6200932,PigeonPeas,2.405939268857903
29,72,24,23.17409556,36.67847052,6.962386495,50.91756506,PigeonPeas,2.6656811119886745
5,68,20,19.04380471,33.10695144,6.12166671,48.84211563,PigeonPeas,0.3111031000586125
39,57,19,29.32379604,45.93248374,6.421748487,51.72739572,PigeonPeas,2.0093087570001926
22,62,16,34.6455408,54.32342534,4.828936119,56.17844822,PigeonPeas,0.2437292195504511
18,55,23,21.9989826,56.31006755,6.98571967,43.51362966,PigeonPeas,1.5649466282312
39,77,21,22.99774444,60.24218572,4.603563116,50.08314339,PigeonPeas,2.5064263557783364
13,75,20,30.55992394,35.29006485,6.979540061,55.60340836,PigeonPeas,0.782575067436786
27,71,24,31.46417866,48.17631461,7.064973419,51.72567644,PigeonPeas,1.1639441378130082
26,64,22,25.95058595,40.58227261,5.16516459,35.56957422,PigeonPeas,2.191224219217514
23,55,16,21.01142393,69.69141302,5.111488821,57.41491707,PigeonPeas,1.1786883112452822
4,69,19,19.25100056,47.70351758,5.374358869,47.02965402,PigeonPeas,0.238649588471821
20,67,19,19.24462755,50.54495302,5.671419084,56.1053242,PigeonPeas,0.9444027300374268
7,74,17,22.47253208,62.56532471,5.667419697,31.99628436,PigeonPeas,0.6582327398119829
17,64,18,36.75087487,58.25799145,6.07938452,40.00080899,PigeonPeas,0.1025378680352678
35,71,17,29.89286629,66.35375127,6.931924963,61.1322702,PigeonPeas,1.6130526138228725
11,72,22,29.37735586,44.82294584,6.842744374,53.73611494,PigeonPeas,0.9199261889443626
20,60,22,29.65052947,42.89833235,6.876572503,57.9087946,PigeonPeas,1.3253747895069357
10,71,18,19.54284889,66.34777265,6.151029296,53.9398558,PigeonPeas,0.6071736777908129
33,61,24,20.04611791,48.93905624,4.567446499,39.38402882,PigeonPeas,1.535489527336185
91,94,46,29.36792366,76.24900101,6.149934034,30.8702325,Banana,19.351852374662247
105,95,50,27.33368994,83.67675197,5.849076099,33.23260894,Banana,26.75472631445384
108,92,53,27.40053601,82.96221306,6.276800323,34.34994253,Banana,28.50730396860308
86,76,54,29.3159075,80.11585705,5.926824754,30.08901761,Banana,19.055630604081674
80,77,49,26.05433004,79.39654531,5.519088423,36.73268313,Banana,24.401905728919235
93,94,53,25.86632408,84.42379269,6.079178788,37.10797422,Banana,29.504521386715417
90,92,55,27.00932084,80.18546798,6.13465588,32.16244743,Banana,27.698799659028744
108,89,53,29.55054817,78.06762846,5.808497604,32.74276505,Banana,20.001787535464
108,88,55,26.28845991,83.390039,5.891458107,36.91752293,Banana,29.89366756996044
105,77,52,29.16226551,76.16151562,5.816622479,32.93320917,Banana,20.49696404344093
118,88,52,28.65003945,82.68752542,5.843163161,32.57208151,Banana,23.69745904169294
101,87,54,29.07311132,76.50045221,6.376756633,32.97967353,Banana,22.6076611783539
95,75,50,28.08166093,75.26429821,5.623615687,38.18281305,Banana,22.27649611996768
106,85,53,27.1994597,78.8086068,5.91505509,32.85181274,Banana,27.38719952623041
86,95,49,28.05484146,78.04602887,6.458714879,35.3435971,Banana,24.438066309594006
83,79,55,25.14748006,83.34688193,5.565028635,32.54792939,Banana,26.63464404678136
85,95,47,25.94019018,78.3422098,6.211833161,38.63447414,Banana,27.66735693716819
109,79,45,27.66752761,79.68542782,6.490074429,35.42087356,Banana,25.9602062789704
100,76,45,25.56703012,75.94067692,5.590236025,33.73183095,Banana,26.097897633088515
117,86,48,28.6956201,82.54195839,6.225225239,37.57519652,Banana,23.63891068842236
114,94,53,26.33544853,76.8532006,6.190757459,38.3005248,Banana,31.25726043599313
110,78,50,25.93730186,78.89864446,5.915568968,32.41881474,Banana,28.862124900809
94,70,48,25.13686519,84.88394407,6.195152442,30.47828302,Banana,27.60827391125773
80,71,47,27.50527651,80.79783998,6.156373499,34.39014345,Banana,22.77982925554093
114,79,51,26.21009246,82.34429458,6.313197204,36.39942624,Banana,30.386772517699384
88,78,45,29.10403455,79.19588629,6.324270089,30.65470046,Banana,19.477197962868328
112,73,48,29.2440638,77.32017166,5.707488987,30.24921801,Banana,19.553877046396703
117,76,47,25.56202173,77.38229006,6.119216009,30.94898616,Banana,29.508592473992096
111,87,48,26.3985515,81.36028902,5.571401169,32.40445977,Banana,27.45075678649957
89,83,47,28.09577643,77.79586769,5.63127166,35.67266132,Banana,21.67229782642201
93,91,47,27.84767901,83.31110751,6.101241579,37.89881931,Banana,24.26251109976504
92,81,52,27.39341554,81.4654833,6.438137279,31.29627028,Banana,26.630123620209627
105,74,45,25.14517635,81.38204104,6.098369122,38.45349253,Banana,28.03756678848046
102,71,48,28.65456263,79.28693687,5.695267822,33.63890158,Banana,20.6961332116427
94,91,51,29.16093424,76.67484233,5.618094446,35.68274253,Banana,19.837475953960404
116,71,47,27.57278064,82.0638878,6.435785799,30.4433233,Banana,26.40938582484813
117,79,49,25.40909896,82.36208097,6.176644228,36.66077023,Banana,30.533558908471605
119,72,55,25.99069521,83.33983116,6.220643671,36.4016423,Banana,31.029432886501432
99,73,53,26.29039046,81.06003778,5.871702211,38.2968496,Banana,27.570453036007024
91,84,52,29.14827211,78.71024836,6.390741836,37.97033937,Banana,21.1639106669526
80,90,47,26.59743595,79.35898915,6.21084479,35.05588267,Banana,25.88435562635652
101,70,48,25.36059237,75.03193255,6.012696655,37.68768549,Banana,27.738122614113443
108,89,53,29.12036889,80.18080728,5.908770059,36.49373721,Banana,21.80013799497961
100,80,52,27.53911354,77.25629897,6.049801781,35.89833687,Banana,25.91775582258008
109,91,53,29.66727337,83.51014178,6.010095853,35.8767558,Banana,20.152720672075542
82,78,46,25.05802193,84.97323747,5.738678895,35.93128744,Banana,25.237693907081816
106,70,55,25.86824781,78.52399914,5.74055541,37.61550445,Banana,28.42375643585584
90,86,52,25.85036988,81.95580471,5.793260262,38.41540721,Banana,27.66903885472388
83,95,50,26.51682337,77.79913575,5.50947065,35.4755031,Banana,25.30609989582288
119,90,48,28.66725136,79.59242542,5.986442306,38.17768509,Banana,23.471391358230875
107,72,45,28.14938935,81.54448882,5.790768046,30.46123107,Banana,22.23090524930348
116,81,55,26.42313317,83.6995044,5.915546415,31.5296611,Banana,29.90259408531282
101,75,50,26.59386409,81.40740301,6.242528278,35.7995848,Banana,27.898023092772604
93,81,50,27.71822477,76.57853189,6.036079266,33.56608724,Banana,24.4673844406637
95,75,45,28.98333432,82.95958244,5.829898502,35.52372529,Banana,19.24353069791676
107,71,55,29.42017919,83.96754496,6.088064451,37.88191925,Banana,20.38177080998848
83,94,47,27.39872329,81.10523402,6.469370954,36.41825816,Banana,25.48022804320963
102,73,54,26.4020227,84.41007614,5.720726906,36.09661664,Banana,27.405179486487697
86,79,45,27.81251452,82.69285419,5.80766417,32.7039124,Banana,21.94604457575852
117,86,53,25.19640218,83.55829874,5.703381728,37.48810578,Banana,30.479871262376665
111,79,53,28.31193338,75.77363772,6.165001278,38.59073707,Banana,24.90217107767616
95,74,50,25.90113128,80.47152737,6.002481605,35.83426149,Banana,27.512590241104604
91,75,55,27.48612983,76.11239849,6.212369363,35.59680606,Banana,25.8303885077649
93,83,46,29.38254012,83.50423735,5.765308943,35.58869675,Banana,18.27058596442652
92,85,51,29.22118628,81.08183635,5.740764682,35.47748489,Banana,19.50434502341875
104,80,54,27.09062164,81.33506906,5.879119455,35.84285006,Banana,27.247375972642395
103,72,51,26.12643374,81.81365007,6.099478745,34.21876029,Banana,28.33142049695269
92,75,45,29.01207743,77.95192527,5.674403359,30.18245817,Banana,18.60358556305764
93,85,49,27.96799119,79.28625709,5.694243847,38.52774589,Banana,22.991452888754665
120,87,52,28.0764455,76.05522115,5.905494703,38.38860842,Banana,25.87257560834268
108,72,46,25.16278237,84.97849241,6.110844721,30.32917994,Banana,28.35628932336252
105,88,54,25.78749808,84.51194224,6.020445317,37.01165101,Banana,30.465311560100385
98,79,50,25.34119774,84.47321314,6.435917308,30.36348665,Banana,29.846918497522235
111,88,55,29.44795403,78.34971537,5.505393833,31.91104191,Banana,20.100032162695765
97,74,45,26.47522633,78.51833782,5.677719902,36.70003147,Banana,25.004633217695112
95,82,48,27.39489579,83.31172003,5.719014989,30.8567058,Banana,24.29435764580561
89,91,55,25.08347445,80.261731,6.275572298,31.30161338,Banana,30.27553257608196
89,85,55,26.6719835,76.48541655,6.275384607,30.55562807,Banana,28.267638612467778
118,88,51,25.44926208,79.49221962,6.201911642,33.12124055,Banana,31.76748376457921
101,92,45,28.22776705,80.6430384,5.758054257,32.35747993,Banana,22.60354086254201
99,92,47,28.1279509,77.48247073,6.323933647,33.93808606,Banana,24.5565876817512
82,77,46,28.9470467,82.1888998,5.901100841,31.73280589,Banana,18.74055055951284
90,86,55,27.96236771,84.15403614,5.644486582,32.22984677,Banana,23.61880491885806
95,88,52,28.00316034,78.90085998,6.235461772,31.402817,Banana,25.09612102965881
104,73,46,29.1400919,80.1190228,6.28236237,30.18719215,Banana,20.309861095919054
102,73,52,27.9122104,83.36307683,6.356090905,30.12704462,Banana,25.331710838169617
100,74,52,25.43480512,81.53977797,5.837258235,31.91896664,Banana,28.237006468664884
94,89,48,28.55980972,84.51602322,5.653437902,36.11617899,Banana,21.27265678526112
99,70,46,26.59580783,82.99556744,5.727469947,33.07825693,Banana,25.02473166716994
112,87,48,27.19711623,77.3970629,6.200111068,32.77859329,Banana,27.79457773585976
117,82,45,25.29391516,79.29122198,5.614471478,34.48908767,Banana,28.061207599319783
96,86,51,29.90888522,76.98740841,6.257369799,30.63208251,Banana,18.455303683846928
113,85,45,27.94972463,76.63713353,6.037430836,35.54372503,Banana,24.63269360337721
105,93,46,25.01018457,78.76260938,5.760457558,35.33593428,Banana,28.52355706974908
85,89,51,29.21144871,84.70189923,6.158164422,35.3879725,Banana,20.014426567952817
108,94,47,27.35911627,84.54625006,6.387431383,30.29094959,Banana,27.745817078889708
92,81,52,28.0106804,76.52808057,5.891413895,33.9954248,Banana,23.55583439069996
110,71,54,28.67208915,82.20793613,5.725418961,31.31605602,Banana,22.15347948906372
82,75,55,27.34585147,78.4873835,6.281069505,30.67679406,Banana,25.351970884006228
117,81,53,29.50704598,78.20585613,5.507641778,32.39243054,Banana,19.63767429974757
2,40,27,29.73770045,47.54885174,5.954626604,30.0850197,Mango,2.269303680716148
39,24,31,33.55695561,53.72979826,4.757114897,32.55036655,Mango,7.183836984250026
21,26,27,27.00315545,47.67525434,5.699586972,31.73884576,Mango,20.82345016999053
25,22,25,33.56150184,45.53556603,5.977413803,31.69691354,Mango,5.377956962495251
20,19,35,34.17719782,50.62161586,6.113935087,32.35829882,Mango,4.1417139893572745
19,21,34,30.01592643,53.19212381,5.074272692,32.27828501,Mango,12.031849122015002
18,17,31,31.74592134,45.16127859,5.667507706,31.1363264,Mango,7.0620012898893325
11,36,33,35.99009679,52.22780489,5.978634285,31.60096218,Mango,1.5920358338025125
30,28,30,31.86641378,52.19331595,5.064613314,32.49071449,Mango,11.302056086385004
18,19,27,27.75518664,52.34605806,4.772385986,31.23911881,Mango,13.444826599874965
23,23,27,34.72413192,51.4271781,5.161148592,32.15878759,Mango,3.2316070623576967
37,30,34,27.53907547,53.63549533,6.797779227,32.74542582,Mango,35.81651524657983
11,27,30,27.69637763,48.5622488,6.39474303,30.01622556,Mango,13.719252692664163
12,19,31,27.25373364,52.66319725,5.566704378,30.59572551,Mango,12.15309700571243
3,28,33,30.33723921,48.88704844,5.755049971,31.33003024,Mango,2.804238839543287
37,38,32,31.85744939,45.53106268,5.417340525,30.50530408,Mango,15.503014806840444
26,37,30,35.39986338,49.45962621,6.166173834,32.18693681,Mango,3.821990530932768
14,18,30,29.80747243,52.13797867,5.191265116,31.70863823,Mango,8.784408746190588
40,16,35,34.16438906,54.16482251,4.954739564,32.45215841,Mango,5.193299869328259
4,20,25,28.93270187,47.94053996,5.664587011,32.92627132,Mango,3.508196555467809
36,25,33,27.98392787,53.33018851,5.548584852,32.82030368,Mango,28.578015649712874
30,17,31,31.20478173,54.49960506,6.804437106,31.38780076,Mango,12.173538817119615
28,37,28,32.13409675,50.52559148,6.097869767,32.53831518,Mango,12.08591618080318
38,15,30,28.91862016,48.13974548,5.075504537,32.07279197,Mango,18.079421192993884
12,37,30,31.09779147,47.41196659,4.546466109,30.13972514,Mango,7.439022525102176
38,19,31,34.73823882,49.08864345,5.855119268,30.24431662,Mango,4.6469087538809175
8,33,29,29.98080499,49.48613279,6.442393461,30.58124014,Mango,7.912206558151371
15,27,28,33.80398664,46.12866113,4.507523551,30.29468173,Mango,3.3669579347281697
34,16,25,30.07202564,50.96040505,6.10729559,30.65979818,Mango,14.541193190160833
11,36,31,27.92063282,51.77965917,6.47544932,33.00533543,Mango,15.35156655071054
33,29,34,31.40948821,49.21729127,6.832979509,30.91879142,Mango,16.4543937186682
12,31,26,35.7877738,51.94190321,5.395275719,32.99312112,Mango,1.4682414466158615
12,34,28,33.36140093,45.02236377,6.13526938,32.59079467,Mango,4.337832584269536
5,16,31,35.96054636,48.69677802,4.555688532,32.3581731,Mango,0.4635852034131217
1,30,29,28.33333307,51.39586505,6.434197756,30.53805104,Mango,1.4242584871742616
16,35,31,32.27652024,50.19368841,5.316875978,31.78013525,Mango,7.425169658001127
35,18,26,31.99490489,50.84881347,5.279388967,32.18029166,Mango,9.25586956128718
4,40,26,27.58258929,48.56916221,6.720041791,31.73694371,Mango,6.077661238132427
9,29,34,29.38471637,45.88744691,5.72742254,33.1645017,Mango,9.334634639666731
2,38,33,32.38697531,53.2328243,4.691396195,30.11963568,Mango,1.1239240495768992
26,32,32,30.91471455,49.92963856,6.810186079,30.09783839,Mango,16.192038219870017
34,38,31,35.37775595,45.58110023,6.454045329,32.18846667,Mango,4.821198555576473
5,32,33,32.32362177,52.5896771,5.842763773,31.02505407,Mango,2.9001830828042983
31,29,26,28.22373428,47.40519056,5.024124684,32.28974805,Mango,22.55672780883768
34,34,35,27.27433181,47.16808054,6.422710539,31.56838851,Mango,38.0272773404339
36,19,32,27.10710832,50.70880979,4.94295037,30.73919218,Mango,25.179258698249622
7,17,26,34.89226666,48.75613373,6.414526606,30.52607628,Mango,1.1360319548840558
38,15,27,33.7462686,48.50387598,6.777788126,30.70815864,Mango,5.714656443289202
5,19,25,27.3511056,54.43945147,6.441328044,31.86147284,Mango,5.549966856227857
37,36,26,32.89300162,52.61323969,4.650536197,31.34816486,Mango,9.216627869244844
21,31,32,35.38598705,51.42664176,5.254532213,30.14265485,Mango,2.908040210811546
37,36,27,27.5529736,47.90859131,5.910634533,30.17336984,Mango,33.119911450161894
23,23,30,32.82141065,47.45553843,4.755273631,30.31371582,Mango,6.336127578496453
36,26,26,30.17294105,51.0845903,6.814630246,31.56162151,Mango,19.29504543627284
24,33,35,29.26382931,54.82257868,5.342866119,33.14902948,Mango,20.70953961265292
26,18,30,32.06097197,51.08494181,6.336234624,31.95349568,Mango,9.107252737740923
22,17,26,28.69818144,47.71875722,4.754435025,32.82829138,Mango,12.679496363818131
11,34,32,29.14305008,49.40983294,6.831706773,32.22745844,Mango,12.450526653045234
29,35,28,28.3471611,53.53903102,6.967417766,30.1731622,Mango,26.60117278970178
22,28,26,27.67256197,45.41692012,4.947683034,30.87641238,Mango,18.76582465771858
23,24,32,28.1218093,46.16888595,5.630619901,31.00645818,Mango,20.63783702223457
1,35,34,30.79375683,46.69536813,6.27339822,30.69344412,Mango,1.025113062235505
2,24,34,28.89409382,54.80750249,6.472774648,31.42621545,Mango,2.5417107485422763
39,37,25,33.33024826,45.61143594,6.953246506,32.43845693,Mango,9.54420405790607
15,36,27,27.78912455,53.96886679,5.643710216,30.3481408,Mango,17.027507722235974
3,18,31,31.65333432,48.20662669,6.392313973,30.37283213,Mango,1.721815632407755
8,38,32,29.75150773,46.73723302,4.981816523,30.46148937,Mango,7.798209587012612
33,31,34,31.32995611,50.22287593,5.421265283,29.99487405,Mango,15.911037990842194
14,29,32,35.63627319,48.97047762,6.942520105,32.21825299,Mango,2.058908603701372
18,20,26,31.66524687,51.98594645,5.435840509,30.051794,Mango,6.991348736776289
9,21,32,32.26935342,53.56092806,5.870116071,31.76446941,Mango,4.067348598217064
20,30,27,27.81005614,51.59445462,4.74910393,31.75258213,Mango,17.715981933236648
9,38,25,34.58561471,50.34035336,5.497946899,33.01898618,Mango,2.015934207265241
26,24,34,31.27180992,52.23810152,6.811291098,29.98393396,Mango,13.539173448517872
31,36,29,33.93679864,52.72170281,6.460542749,32.2014919,Mango,7.553194958732281
14,18,35,31.09154239,47.02058367,4.791146778,30.47892045,Mango,6.819176070814734
40,16,35,31.89356292,49.02450149,6.4841522,29.94072265,Mango,12.708823148620992
28,27,34,32.45465292,50.69693751,6.526654345,31.50825174,Mango,11.13590754504835
1,29,29,27.32961444,49.30347234,6.052026047,31.0724062,Mango,1.5136779279568318
2,36,31,30.90225239,49.95955487,5.73171945,30.56759367,Mango,1.7894150973406415
12,27,26,29.09382275,45.5661059,5.32307197,31.84919553,Mango,10.089611956600717
7,28,35,30.02086169,46.78393776,4.66910839,31.96471559,Mango,5.895254091711564
26,35,31,33.44619894,53.05980465,5.339556562,32.37094653,Mango,7.273268108154117
27,21,30,35.3915464,52.48823147,5.061081874,30.41057774,Mango,2.7459461263803138
22,38,31,31.53356352,53.06009323,5.821106036,32.52018691,Mango,12.508937290821624
22,18,31,30.7645515,47.93791463,5.956027059,30.16811342,Mango,11.078543286415313
28,23,28,30.01821337,50.0983181,5.676032581,31.80673874,Mango,15.92044444044954
7,31,27,31.32863689,47.59319575,6.524114355,31.40041591,Mango,4.903504632024037
29,34,26,33.88004781,54.39416048,6.273953676,29.85387236,Mango,6.707206586263231
8,37,33,28.07802689,54.9640534,6.128167757,32.19934948,Mango,11.57269275976022
39,16,27,35.53845018,52.94641947,4.934964765,30.50161042,Mango,2.61368500422248
40,24,25,28.70595247,50.44030129,5.445008416,31.7513346,Mango,23.19610060531496
19,38,26,31.48451729,48.77926304,4.525722333,30.96902864,Mango,8.97810752858456
21,21,30,27.69819273,51.41593238,5.403908328,33.15289382,Mango,18.06461571622036
22,18,33,30.41235793,52.48100602,6.621623545,31.18498816,Mango,12.90948471071369
31,20,30,32.17752026,54.01352682,6.207495815,30.5999025,Mango,10.26362164330007
18,26,31,32.6112614,47.74916499,5.418475257,30.37411138,Mango,6.590775079017456
24,130,195,29.99677232,81.54156612,6.112305667,23.48429452,Grapes,34.11454091358567
13,144,204,30.7280404,82.42614055,6.092241627,23.84521686,Grapes,18.872629830997123
22,123,205,32.44577836,83.88504863,5.896343436,23.94808198,Grapes,17.06654414109969
36,125,196,37.46566825,80.65968681,6.15526103,23.40193188,Grapes,3.241987918136697
2,123,198,39.64851881,82.21079946,6.253034534,24.4250174,Grapes,0.0920718507454721
35,140,197,16.77557314,82.75241875,6.106190557,23.38013066,Grapes,18.638013115943945
11,122,195,12.14190714,83.56812483,5.647202395,24.20437364,Grapes,1.0805954448784878
6,123,203,12.7567962,81.62497448,6.130310493,23.38461082,Grapes,0.9259935853954312
17,134,204,39.04071989,80.18393287,6.499604931,25.42662939,Grapes,0.8967019576670964
25,130,197,39.70772192,82.68593454,5.554831977,25.72271901,Grapes,0.7208398349374655
27,145,205,9.467960445,82.29335466,5.800242694,23.16886557,Grapes,0.481669754265119
9,122,201,29.58748357,80.91934392,5.570290539,23.75407272,Grapes,16.30121031230916
16,139,203,17.82803682,80.96093443,6.27564088,23.11709415,Grapes,15.48549382742202
32,141,204,8.825674745,82.89753705,5.536645599,23.51602443,Grapes,0.3452607273469494
31,144,202,11.02105378,80.55557235,5.870600622,23.80449184,Grapes,1.321493591833931
3,136,205,17.5862944,80.84806564,6.334771461,24.71452448,Grapes,3.387116587070472
28,122,197,19.89363946,82.73366439,5.856575335,24.21338166,Grapes,35.69779056374495
4,136,204,29.93707596,81.77713468,5.898944282,23.02379116,Grapes,7.799406375224374
39,145,201,36.73126647,80.58931938,5.775600435,24.95468622,Grapes,4.760743641771837
25,121,201,30.50734778,82.71775569,5.594240603,24.33390914,Grapes,29.63465158517216
15,125,199,18.4269936,80.55625868,5.569230319,24.24061582,Grapes,15.866354551265912
24,140,205,12.087022,83.59398734,5.93202852,23.92762461,Grapes,1.996778989213617
13,132,203,23.60115364,82.48336987,6.423216506,25.24109699,Grapes,35.78847309589621
5,126,197,12.80000387,81.20876367,6.417500829,23.47827414,Grapes,0.8259517559538451
30,120,200,38.06099482,82.24729637,6.234904253,23.07513855,Grapes,2.153823595479137
23,142,197,39.06555518,82.03812973,6.000573725,24.11141637,Grapes,1.045605105053158
26,135,203,33.78372897,81.16314317,5.685102769,25.61367052,Grapes,12.243665223864
7,126,203,16.76201707,82.00335557,5.662140095,25.25492186,Grapes,5.230360494677101
32,139,198,35.89307536,82.66850729,6.358186848,23.31593839,Grapes,6.5325632307748105
9,141,202,21.01245395,81.17931863,6.119495295,23.27140305,Grapes,19.54081149111953
20,142,196,10.89875873,80.01639435,6.207600783,23.93511608,Grapes,0.9488563180527094
32,129,201,16.36251869,83.00471609,6.48754639,24.75765943,Grapes,15.85962171382242
3,134,199,20.28370163,81.32235739,5.81717753,24.61669891,Grapes,6.138083818800246
14,131,198,33.4641162,83.86742974,5.562790949,23.7132308,Grapes,8.556694105201249
20,122,204,11.7976469,80.86325389,6.487369687,22.89357036,Grapes,1.5706414090725584
40,126,201,11.36300891,80.03100049,6.116982944,24.65025699,Grapes,1.869288556375262
11,132,197,15.99050693,81.23966573,5.734317007,25.57528408,Grapes,5.946558441243905
19,123,200,34.76086052,81.03544763,6.167013532,23.07594835,Grapes,7.107869564318251
31,136,197,31.11047251,83.34010951,5.653776058,24.72126891,Grapes,30.167767123252467
4,134,200,28.57828803,80.95628959,5.840256272,25.27078189,Grapes,9.734521527179366
39,139,201,41.18664903,81.01783402,5.539980812,23.93360891,Grapes,0.3834032784884544
8,127,196,27.02766138,83.17093908,5.833302165,24.58524714,Grapes,21.336354023577293
32,120,204,10.38004759,83.44518113,6.138958698,23.56084422,Grapes,0.938848842208954
12,142,203,31.3115978,82.56407013,5.972850838,22.87671067,Grapes,15.147607222793644
